,시도교육청,자료명,"파일명(활동명, 자료제목)",자료유형,활동 유형,학교급,시간(차시),과목명,환경교육역량,장소,환경주제,SDGs목표,교수학습방법,성취기준
383,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_16,사례 모음,실천문화 조성,초등학교전체,,"과학, 기타","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","관찰, 체험","[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
384,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_1,사례 모음,"교육과정 연계, 실천문화 조성",중학교,,"과학, 기술가정, 기타","환경감수성, 생태수양","운동장(야외), 학교밖","자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","관찰, 노작, 체험","[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9기가04-01] 농업의 역할과 중요성을 이해하고, 생활 속의 농업 체험을 통해 농업의 소중함을 인식한다."
385,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_2,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 미술","환경감수성, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 기후변화","프로젝트, 관찰, 노작"," [6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다"
386,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_3,사례 모음,"교육과정 연계, 진로 연계",초등학교전체,,"국어, 수학, 과학, 미술, 기타","환경감수성, 환경 정보 활용 능력","운동장(야외), 일반교실",자연환경,육상생태계,"관찰, 조사, 놀이","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다."
387,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_4,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 기타","환경감수성, 협동과공동체 역량",운동장(야외),자연환경,육상생태계,"체험, 노작, 관찰","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다."
388,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_5,사례 모음,교육과정 연계,초등학교전체,,"과학, 실과, 기타",환경감수성,운동장(야외),자연환경,육상생태계,"관찰, 노작","[3과08-02] 배추흰나비의 한살이 관찰을 통해 곤충의 한살이에는 완전 탈바꿈과 불완전 탈바꿈이 있음을 알고, 곤충의 생김새와 특징을 설명할 수 있다. (곤충 관찰 활동 연계)
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[6실02-11] 생태 지향적 삶을 위해 자신의  식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
389,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_6,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 미술, 기타","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 지속가능한 도시개발","관찰, 노작, 체험","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
390,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_7,사례 모음,교육과정 연계,초등학교전체,,"과학, 기타","환경감수성, 생태수양",운동장(야외),자연환경,육상생태계,"체험, 관찰","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[6사08-02] 기후 위기 등과 같은 지구촌의 주요 환경 문제를 조사하고, 이를 해결하기 위한 국제기구, 국가, 시민 단체, 개인의 노력을 찾아본다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다."
391,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_8,사례 모음,"학생주도/자치 활동, 실천문화 조성",중학교,,"미술, 기타","협동과공동체 역량, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 지속가능한 도시개발","프로젝트, 창작, 노작","[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다."
392,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_9,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 미술","환경감수성, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 생활환경","기후변화, 육상생태계, 지속가능한 생산과 소비","노작, 창작, 관찰","[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다."
393,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_10,사례 모음,교육과정 연계,초등학교전체,,"과학, 실과, 기타","환경감수성, 환경 정보 활용 능력","운동장(야외), 일반교실",자연환경,육상생태계,"관찰, 노작, 조사","[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
394,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_11,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과","환경감수성, 환경 정보 활용 능력",운동장(야외),"자연환경, 지구환경","육상생태계, 깨끗한 물과 위생, 기후변화","관찰, 조사, 노작","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
395,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_12,사례 모음,"지역 연계, 교육과정 연계",중학교,,"과학, 환경, 기타","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","노작, 체험","[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
396,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_13,사례 모음,교육과정 연계,초등학교전체,,"과학, 실과, 미술",환경감수성,"운동장(야외), 일반교실",자연환경,육상생태계,"노작, 관찰, 창작","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다."
397,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_14,사례 모음,"교육과정 연계, 실천문화 조성",중학교,,"과학, 미술, 기타","환경감수성, 생태수양","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 깨끗한 물과 위생","관찰, 노작, 창작","[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
398,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_15,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 기타","환경감수성, 생태수양",운동장(야외),자연환경,육상생태계,"관찰, 체험, 놀이","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
399,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_16,사례 모음,"교육과정 연계, 학생주도/자치 활동",초등학교전체,,"과학, 실과, 미술","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","프로젝트, 노작, 관찰","[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
400,충남,2024 자연생태학습장 운영 사례,충남_2024_자연생태학습장 운영 사례_17,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과",환경감수성,운동장(야외),"자연환경, 생활환경","육상생태계, 지속가능한 생산과 소비","노작, 관찰, 체험","[6실04-09] 동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업의 순환과 미래 가치를 인식한다.
[6과05-01] 버섯, 곰팡이, 해캄, 짚신벌레 등 우리 주변의 다양한 생물을 관찰하여 특징을 설명할 수 있다. (버섯 재배 연계)
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
